_id,HB,CancerSiteICD10Code,CancerSite,Sex,SexQF,Year,IncidencesAgeUnder5,IncidencesAge5To9,IncidencesAge10To14,IncidencesAge15To19,IncidencesAge20To24,IncidencesAge25To29,IncidencesAge30To34,IncidencesAge35To39,IncidencesAge40To44,IncidencesAge45To49,IncidencesAge50To54,IncidencesAge55To59,IncidencesAge60To64,IncidencesAge65To69,IncidencesAge70To74,IncidencesAge75To79,IncidencesAge80To84,IncidencesAge85AndOver,IncidencesAllAges,IncidenceRateAgeUnder5,IncidenceRateAge5To9,IncidenceRateAge10To14,IncidenceRateAge15To19,IncidenceRateAge20To24,IncidenceRateAge25To29,IncidenceRateAge30To34,IncidenceRateAge35To39,IncidenceRateAge40To44,IncidenceRateAge45To49,IncidenceRateAge50To54,IncidenceRateAge55To59,IncidenceRateAge60To64,IncidenceRateAge65To69,IncidenceRateAge70To74,IncidenceRateAge75To79,IncidenceRateAge80To84,IncidenceRateAge85AndOver,CrudeRate,CrudeRateLower95pcConfidenceInterval,CrudeRateUpper95pcConfidenceInterval,EASR,EASRLower95pcConfidenceInterval,EASRLower95pcConfidenceIntervalQF,EASRUpper95pcConfidenceInterval,EASRUpper95pcConfidenceIntervalQF,WASR,WASRLower95pcConfidenceInterval,WASRLower95pcConfidenceIntervalQF,WASRUpper95pcConfidenceInterval,WASRUpper95pcConfidenceIntervalQF,StandardisedIncidenceRatio,SIRLower95pcConfidenceInterval,SIRUpper95pcConfidenceInterval
498,S08000029,C92.0,Acute myeloid leukaemia,Male, ,2016-2020,0,0,0,0,1,0,1,1,1,2,3,2,0,5,4,7,4,8,39,0,0,0,0,1.674144512,0,1.963672067,1.903819061,1.877053027,3.189182294,4.440234444,3.065744899,0,9.331317769,8.213215063,21.63431821,18.70120155,51.10841372,4.315844572,3.068987391,5.899901606,4.796824672,3.379965668, ,6.45782, ,2.024191759,1.359944241, ,2.818445066, ,122.0937685,86.82060485,166.9062009
499,S08000029,C92.0,Acute myeloid leukaemia,Female, ,2016-2020,0,0,0,0,1,0,0,2,0,0,2,5,1,5,3,6,5,6,36,0,0,0,0,1.668056714,0,0,3.536880825,0,0,2.780751637,7.275796336,1.632173402,8.554759012,5.605590642,15.6128025,17.43618357,21.21715761,3.759072679,2.63280829,5.204141087,3.436911282,2.402826902, ,4.653160095, ,1.559163072,1.01209224, ,2.222552535, ,131.1619213,91.86419718,181.5833856
500,S08000029,C91.1,Chronic lymphocytic leukaemia,All,d,2016-2020,0,0,0,0,0,0,0,0,0,3,2,7,13,8,10,11,7,10,71,0,0,0,0,0,0,0,0,0,2.322700526,1.433825374,5.225518446,10.91208219,7.14094439,9.782821366,15.539796,13.98182363,22.76245106,3.814476745,2.979137985,4.811443382,3.733043686,2.90996783, ,4.657069846, ,1.640890518,1.249477287, ,2.084821794, ,81.92775313,63.98625491,103.3407128
501,S08000029,C91.1,Chronic lymphocytic leukaemia,Male, ,2016-2020,0,0,0,0,0,0,0,0,0,2,1,6,10,6,8,9,5,3,50,0,0,0,0,0,0,0,0,0,3.189182294,1.480078148,9.197234698,17.28130508,11.19758132,16.42643013,27.81555198,23.37650194,19.16565515,5.533134067,4.106798754,7.294747469,5.511627952,4.08415805, ,7.149738372, ,2.479818784,1.799504201, ,3.267523117, ,87.42839465,64.89103967,115.2634389
502,S08000029,C91.1,Chronic lymphocytic leukaemia,Female, ,2016-2020,0,0,0,0,0,0,0,0,0,1,1,1,3,2,2,2,2,7,21,0,0,0,0,0,0,0,0,0,1.504936191,1.390375819,1.455159267,4.896520206,3.421903605,3.737060428,5.204267499,6.974473427,24.75335054,2.192792396,1.357373054,3.351916107,1.954459419,1.208221094, ,2.877260386, ,0.801962253,0.454146253, ,1.247048027, ,71.25392212,44.10730083,108.9191889
503,S08000029,C92.1-C92.2,Chronic myeloid leukaemia,All,d,2016-2020,0,0,0,0,0,0,1,1,0,1,0,2,1,2,1,0,1,1,11,0,0,0,0,0,0,0.938737961,0.916817177,0,0.774233509,0,1.49300527,0.839390938,1.785236097,0.978282137,0,1.997403376,2.276245106,0.59097527,0.295012726,1.057418003,0.58133837, ,z, ,z,0.348844355, ,z, ,z,44.11748259,22.02328835,78.93836286
504,S08000029,C92.1-C92.2,Chronic myeloid leukaemia,Male, ,2016-2020,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,7,0,0,0,0,0,0,1.963672067,0,0,1.594591147,0,1.53287245,1.728130508,1.866263554,2.053303766,0,4.675300388,0,0.774638769,0.311444962,1.596051928,0.764776798, ,z, ,z,0.464366395, ,z, ,z,51.5387116,20.72123509,106.1894437
505,S08000029,C92.1-C92.2,Chronic myeloid leukaemia,Female, ,2016-2020,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,4,0,0,0,0,0,0,0,1.768440412,0,0,0,1.455159267,0,1.710951802,0,0,0,3.536192935,0.417674742,0.11380231,1.069413227,0.397899943, ,z, ,z,0.233322314, ,z, ,z,35.23793605,9.601151584,90.22311169
506,S08000029,C22,Liver and intrahepatic bile ducts,All,d,2016-2020,0,0,0,0,0,0,0,0,1,2,4,9,23,28,36,42,21,23,189,0,0,0,0,0,0,0,0,0.915273163,1.548467018,2.867650749,6.718523716,19.30599157,24.99330536,35.21815692,59.33376656,41.94547089,52.35363744,10.15402965,8.757943894,11.70939977,10.06192217,8.657051272, ,11.570878, ,3.916375464,3.329710967, ,4.549941571, ,83.37492736,71.91164114,96.14610054
507,S08000029,C22,Liver and intrahepatic bile ducts,Male, ,2016-2020,0,0,0,0,0,0,0,0,1,2,2,7,11,20,26,26,10,9,114,0,0,0,0,0,0,0,0,1.877053027,3.189182294,2.960156296,10.73010715,19.00943559,37.32527107,53.38589791,80.35603907,46.75300388,57.49696544,12.61554567,10.4062695,15.15512402,13.0260333,10.70938015, ,15.5661383, ,5.153849971,4.191285006, ,6.214425648, ,73.23397335,60.40899721,87.97637278
508,S08000029,C22,Liver and intrahepatic bile ducts,Female, ,2016-2020,0,0,0,0,0,0,0,0,0,0,2,2,12,8,10,16,11,14,75,0,0,0,0,0,0,0,0,0,0,2.780751637,2.910318534,19.58608083,13.68761442,18.68530214,41.63413999,38.35960385,49.50670109,7.831401414,6.159894005,9.816729487,7.097811027,5.579646448, ,8.795891035, ,2.678900956,2.040400595, ,3.402993381, ,105.6019791,83.06265555,132.3729953
509,S08000029,C33-C34,"Trachea, bronchus and lung",All,d,2016-2020,1,0,0,0,0,1,2,3,6,25,70,118,182,314,373,362,269,211,1937,1.057294806,0,0,0,0,0.903456625,1.877475921,2.750451532,5.49163898,19.35583772,50.1838881,88.08731095,152.7691507,280.2820673,364.8992369,511.4005594,537.301508,480.2877174,104.0653726,99.48210902,108.8053252,101.5078305,96.97629248, ,106.1413909, ,40.38659038,38.43065859, ,42.39038817, ,100.5490617,96.12066407,105.128854
510,S08000029,C33-C34,"Trachea, bronchus and lung",Male, ,2016-2020,0,0,0,0,0,1,2,1,3,12,29,49,107,161,198,197,130,98,988,0,0,0,0,0,1.844405917,3.927344134,1.903819061,5.63115908,19.13509376,42.9222663,75.11075003,184.9099644,300.4684322,406.5541456,608.8515268,607.7890504,626.0780681,109.3347292,102.6226004,116.3705839,113.0461827,106.0097367, ,120.3055261, ,43.93332607,41.0342435, ,46.92996069, ,104.6856879,98.25896673,111.4223698
511,S08000029,C33-C34,"Trachea, bronchus and lung",Female, ,2016-2020,1,0,0,0,0,0,0,2,3,13,41,69,75,153,175,165,139,113,949,2.175047851,0,0,0,0,0,0,3.536880825,5.35886535,19.56417048,57.00540856,100.4059894,122.4130052,261.7756258,326.9927875,429.3520687,484.7259032,399.5898016,99.09333255,92.88818097,105.6040099,89.96947839,84.32388162, ,95.7954152, ,36.83985469,34.24317042, ,39.53009106, ,96.5760563,90.5285347,102.9213424
512,S08000029,C45,Mesothelioma,All,d,2016-2020,0,0,0,0,0,0,0,0,1,0,0,1,2,12,15,14,11,15,71,0,0,0,0,0,0,0,0,0.915273163,0,0,0.746502635,1.678781876,10.71141658,14.67423205,19.77792219,21.97143713,34.14367659,3.814476745,2.979137985,4.811443382,4.31126111,3.341765707, ,5.402358615, ,1.368404822,1.048911608, ,1.729726193, ,96.82840986,75.62379144,122.1358637
513,S08000029,C45,Mesothelioma,Male, ,2016-2020,0,0,0,0,0,0,0,0,1,0,0,1,2,9,13,13,10,15,64,0,0,0,0,0,0,0,0,1.877053027,0,0,1.53287245,3.456261017,16.79637198,26.69294895,40.17801953,46.75300388,95.82827573,7.082411605,5.454319944,9.044081506,7.962095883,6.084941275, ,10.08775599, ,2.464625252,1.859560828, ,3.15360779, ,101.7477789,78.35818794,129.9296421
514,S08000029,C45,Mesothelioma,Female, ,2016-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5.132855407,3.737060428,2.60213375,3.487236714,0,0.730930799,0.29387209,1.505996803,0.660426337, ,z, ,z,0.272184392, ,z, ,z,67.14659775,26.99641482,138.3476544
515,S08000029,C60,Penis,Male, ,2016-2020,0,0,0,0,0,0,1,0,0,0,0,3,2,1,6,2,3,1,19,0,0,0,0,0,0,1.963672067,0,0,0,0,4.598617349,3.456261017,1.866263554,12.31982259,6.181233774,14.02590116,6.388551715,2.102590945,1.2658971,3.283456214,2.08907633, ,z, ,z,0.906284419, ,z, ,z,73.67589038,44.35769884,115.0540292
516,S08000029,C61,Prostate,Male, ,2016-2020,0,0,0,0,0,0,0,0,3,5,38,105,182,269,324,237,124,114,1401,0,0,0,0,0,0,0,0,5.63115908,7.972955734,56.24296963,160.9516072,314.5197525,502.024896,665.2704201,732.4762022,579.7372481,728.2948955,155.0384165,147.0253732,163.3746378,156.8790085,148.6654668, ,165.3102831, ,64.87832778,61.33682212, ,68.51783018, ,101.6611287,96.40685014,107.1273201
517,S08000029,C62,Testis,Male, ,2016-2020,2,0,0,1,7,8,8,22,8,5,6,4,2,1,0,0,1,0,75,4.114803004,0,0,1.900201421,11.71901159,14.75524733,15.70937653,41.88401934,15.01642421,7.972955734,8.880468889,6.131489799,3.456261017,1.866263554,0,0,4.675300388,0,8.2997011,6.528241415,10.4037472,8.908036514,6.995032281, ,11.04877655, ,8.524599637,6.629110769, ,10.65481188, ,110.2153086,86.69133183,138.1558437
518,S08000029,C90,Multiple myeloma and malignant plasma cell neoplasms,All,d,2016-2020,0,0,0,0,0,0,1,0,1,1,3,13,15,23,26,30,26,17,156,0,0,0,0,0,0,0.938737961,0,0.915273163,0.774233509,2.150738062,9.704534257,12.59086407,20.53021512,25.43533555,42.38126183,51.93248777,38.6961668,8.381103834,7.117519372,9.804349043,8.051794569,6.826221716, ,9.377059986, ,3.174423937,2.646410174, ,3.749754378, ,92.0095582,78.13765654,107.6342498
519,S08000029,C90,Multiple myeloma and malignant plasma cell neoplasms,Male, ,2016-2020,0,0,0,0,0,0,0,0,0,1,2,10,11,14,16,13,11,5,83,0,0,0,0,0,0,0,0,0,1.594591147,2.960156296,15.3287245,19.00943559,26.12768975,32.85286025,40.17801953,51.42830427,31.94275858,9.185002551,7.315803261,11.38619259,9.189690933,7.303363534, ,11.28943878, ,3.876733094,3.041064375, ,4.812310513, ,84.71122785,67.47202013,105.0123122
520,S08000029,C90,Multiple myeloma and malignant plasma cell neoplasms,Female, ,2016-2020,0,0,0,0,0,0,1,0,1,0,1,3,4,9,10,17,15,12,73,0,0,0,0,0,0,1.798528803,0,1.78628845,0,1.390375819,4.365477802,6.528693608,15.39856622,18.68530214,44.23627374,52.3085507,42.43431522,7.622564043,5.97487341,9.584229874,6.913898204,5.414382362, ,8.593932174, ,2.472114779,1.858376464, ,3.172082177, ,102.0013581,79.95278212,128.2513938
521,S08000029,C82-C86,Non-Hodgkin lymphoma,All,d,2016-2020,0,2,2,0,2,2,2,4,8,14,23,38,37,54,70,52,41,17,368,0,1.881502945,1.966607013,0,1.671095069,1.80691325,1.877475921,3.66726871,7.322185306,10.83926912,16.48899181,28.36710014,31.0574647,48.20137463,68.47974956,73.46085384,81.8935384,38.6961668,19.77080905,17.80217902,21.89765919,19.3640612,17.4177251, ,21.41199881, ,9.538767741,8.464778918, ,10.67597156, ,98.42292868,88.62270592,109.0108019
522,S08000029,C82-C86,Non-Hodgkin lymphoma,Male, ,2016-2020,0,1,2,0,1,0,2,3,4,11,10,25,25,35,29,28,28,10,214,0,1.829089845,3.84571011,0,1.674144512,0,3.927344134,5.711457183,7.508212107,17.54050262,14.80078148,38.32181124,43.20326271,65.31922438,59.54580921,86.53727284,130.9084109,63.88551715,23.68181381,20.61499424,27.07626233,23.83546564,20.71977488, ,27.16619963, ,11.73508273,10.03867558, ,13.56198045, ,103.7776542,90.33833985,118.6526933
523,S08000029,C82-C86,Non-Hodgkin lymphoma,Female, ,2016-2020,0,1,0,0,1,2,0,1,4,3,13,13,12,19,41,24,13,7,154,0,1.937008484,0,0,1.668056714,3.541829,0,1.768440412,7.145153799,4.514808572,18.07488564,18.91707047,19.58608083,32.50808425,76.60973878,62.45120999,45.33407728,24.75335054,16.08047757,13.64105193,18.83026774,14.89265676,12.62722813, ,17.34224009, ,7.342452749,6.067068423, ,8.737697108, ,91.83803167,77.90610406,107.5424979
524,S08000029,C15,Oesophagus,All,d,2016-2020,0,0,0,0,0,0,0,0,1,6,14,27,30,39,57,52,42,43,311,0,0,0,0,0,0,0,0,0.915273163,4.645401053,10.03677762,20.15557115,25.18172814,34.8121039,55.76208178,73.46085384,83.89094178,97.87853956,16.70848264,14.90291013,18.67251222,16.49714571,14.68950919, ,18.40815491, ,6.578140335,5.800176483, ,7.404352174, ,97.39332106,86.86868473,108.8415996
525,S08000029,C15,Oesophagus,Male, ,2016-2020,0,0,0,0,0,0,0,0,1,3,9,20,20,26,35,34,28,17,193,0,0,0,0,0,0,0,0,1.877053027,4.78377344,13.32070333,30.65744899,34.56261017,48.5228524,71.8656318,105.0809742,130.9084109,108.6053792,21.3578975,18.4508414,24.59296686,21.90138602,18.88068387, ,25.14295402, ,8.815864021,7.528870323, ,10.20291407, ,89.48617742,77.30607692,103.0406011
526,S08000029,C15,Oesophagus,Female, ,2016-2020,0,0,0,0,0,0,0,0,0,3,5,7,10,13,22,18,14,26,118,0,0,0,0,0,0,0,0,0,4.514808572,6.951879093,10.18611487,16.32173402,22.24237343,41.10766471,46.83840749,48.82131399,91.9410163,12.32140489,10.1987525,14.75556366,11.0929054,9.17797986, ,13.18656831, ,4.340416648,3.499499522, ,5.270521976, ,113.8468913,94.23408111,136.3379474
527,S08000029,C25,Pancreas,All,d,2016-2020,0,0,0,0,0,0,0,2,2,10,10,20,32,37,54,43,41,35,286,0,0,0,0,0,0,0,1.833634355,1.830546327,7.742335088,7.169126872,14.9300527,26.86051001,33.0268678,52.82723537,60.74647529,81.8935384,79.66857871,15.36535703,13.63600636,17.25329025,14.89330884,13.19854328, ,16.68895785, ,6.22869111,5.452158718, ,7.056170195, ,91.53989055,81.23719658,102.7873481
528,S08000029,C25,Pancreas,Male, ,2016-2020,0,0,0,0,0,0,0,2,1,4,7,10,16,21,26,22,19,16,144,0,0,0,0,0,0,0,3.807638122,1.877053027,6.378364587,10.36054704,15.3287245,27.65008813,39.19153463,53.38589791,67.99357152,88.83070737,102.2168274,15.93542611,13.43903329,18.76103312,16.34494262,13.75842369, ,19.15095273, ,6.839600588,5.677381105, ,8.108438276, ,89.80273885,75.7345294,105.7262069
529,S08000029,C25,Pancreas,Female, ,2016-2020,0,0,0,0,0,0,0,0,1,6,3,10,16,16,28,21,22,19,142,0,0,0,0,0,0,0,0,1.78628845,9.029617144,4.171127456,14.55159267,26.11477443,27.37522884,52.318846,54.64480874,76.7192077,67.18766576,14.82745334,12.48904033,17.47656332,13.44167505,11.31685187, ,15.74660024, ,5.617781632,4.62014608, ,6.711488652, ,93.37151623,78.64604963,110.0535054
530,S08000029,C43,Malignant melanoma of the skin,All,d,2016-2020,0,0,0,1,3,7,9,9,23,26,34,33,44,38,61,69,39,36,432,0,0,0,0.973169711,2.506642603,6.324196375,8.448641646,8.251354597,21.05128276,20.13007123,24.37503136,24.63458696,36.93320127,33.91948585,59.67521033,97.47690221,77.89873165,81.94482382,23.20921062,21.07193128,25.50450183,23.21107905,21.05055556, ,25.47563015, ,12.00488334,10.74618359, ,13.33228525, ,90.41085701,82.0851427,99.35210233
531,S08000029,C43,Malignant melanoma of the skin,Male, ,2016-2020,0,0,0,0,0,2,2,5,6,14,14,20,23,14,40,41,23,18,222,0,0,0,0,0,3.688811834,3.927344134,9.519095305,11.26231816,22.32427606,20.72109407,30.65744899,39.74700169,26.12768975,82.13215063,126.7152924,107.5319089,114.9939309,24.56711526,21.441511,28.02021651,25.39106059,22.1252979, ,28.87834873, ,11.77557553,10.10403549, ,13.57318794, ,91.63914848,79.98016005,104.5197515
532,S08000029,C43,Malignant melanoma of the skin,Female, ,2016-2020,0,0,0,1,3,5,7,4,17,12,20,13,21,24,21,28,16,18,210,0,0,0,1.994773693,5.004170142,8.854572501,12.58970162,7.07376165,30.36690365,18.05923429,27.80751637,18.91707047,34.27564144,41.06284326,39.2391345,72.85974499,55.79578742,63.65147282,21.92792396,19.0622687,25.10278703,21.03109751,18.26821812, ,23.98569325, ,12.23419115,10.39113046, ,14.22550415, ,89.14768028,77.49739732,102.0550435
533,S08000029,C44,Non-melanoma skin cancer,All,d,2016-2020,0,0,0,0,1,5,24,46,67,119,166,270,357,507,664,731,672,706,4335,0,0,0,0,0.835547534,4.517283125,22.52971106,42.17359016,61.32330194,92.13378755,119.0075061,201.5557115,299.6625648,452.5573507,649.5793387,1032.69008,1342.255068,1607.029045,232.8979816,226.0160377,239.93622,236.1315802,229.0193873, ,243.3510099, ,93.21215474,90.10604562, ,96.37016356, ,104.2128988,101.1334933,107.3622401
534,S08000029,C44,Non-melanoma skin cancer,Male, ,2016-2020,0,0,0,0,1,1,5,20,28,58,74,159,206,319,426,477,413,380,2567,0,0,0,0,1.674144512,1.844405917,9.818360334,38.07638122,52.55748475,92.48628652,109.525783,243.7267195,355.9948847,595.3380736,874.7074042,1474.224255,1930.89906,2427.649652,284.071103,273.1871879,295.2774442,303.0639969,291.2347308, ,315.1254511, ,113.2122245,108.4496089, ,118.0757508, ,103.597978,99.62871969,107.6848221
535,S08000029,C44,Non-melanoma skin cancer,Female, ,2016-2020,0,0,0,0,0,4,19,26,39,61,92,111,151,188,238,254,259,326,1768,0,0,0,0,0,7.083658001,34.17204727,45.97945072,69.66524954,91.80110763,127.9145753,161.5226787,246.4581837,321.6589389,444.710191,660.9419724,903.1943088,1152.798897,184.612236,176.1062311,193.4228858,169.1991635,161.3724488, ,177.2086144, ,73.21208495,69.25729557, ,77.27513511, ,105.1188232,100.2754757,110.1356366
536,S08000029,"C44, M-8090-8098",Basal cell carcinoma of the skin,All,d,2016-2020,0,0,0,0,1,4,23,44,59,112,158,242,301,395,493,458,351,326,2967,0,0,0,0,0.835547534,3.6138265,21.5909731,40.33995581,54.00111663,86.71415299,113.2722046,180.6536377,252.6566723,352.5841293,482.2930933,647.0205973,701.0885848,742.0559046,159.4021479,153.7175409,165.2432156,157.2236463,151.541472, ,163.0089373, ,70.11250242,67.31588841, ,72.96523724, ,105.7796048,102.0072875,109.6557497
537,S08000029,"C44, M-8090-8098",Basal cell carcinoma of the skin,Male, ,2016-2020,0,0,0,0,1,0,5,18,26,56,71,142,171,233,300,267,189,143,1622,0,0,0,0,1.674144512,0,9.818360334,34.2687431,48.8033787,89.29710422,105.0855485,217.6678879,295.5103169,434.839408,615.9911297,825.1947089,883.6317733,913.5628953,179.4948691,170.8649142,188.4477989,184.5464221,175.5513245, ,193.7630969, ,79.44951763,75.28103515, ,83.72874485, ,106.286994,101.1768091,111.5884269
538,S08000029,"C44, M-8090-8098",Basal cell carcinoma of the skin,Female, ,2016-2020,0,0,0,0,0,4,18,26,33,56,87,100,130,162,193,191,162,183,1345,0,0,0,0,0,7.083658001,32.37351846,45.97945072,58.94751885,84.27642668,120.9626962,145.5159267,212.1825423,277.174192,360.6263313,497.0075462,564.9323476,647.123307,140.443132,133.0368815,148.1543815,129.9008705,123.0232915, ,136.9628737, ,60.77548721,57.08134104, ,64.58382382, ,105.1741264,99.62778234,110.948876
539,S08000029,"C44, M-8050-8078, M-8083-8084",Squamous cell carcinoma of the skin,All,d,2016-2020,0,0,0,0,0,0,0,2,9,6,8,28,54,113,167,266,304,367,1324,0,0,0,0,0,0,0,1.833634355,8.237458469,4.645401053,5.735301498,20.90207378,45.32711065,100.8658395,163.3731168,375.7805216,607.2106262,835.3819539,71.13193254,67.35157055,75.06923243,76.3903484,72.21963585, ,80.67648897, ,22.41398388,21.10342119, ,23.76346981, ,100.6420934,95.29339092,106.2128419
540,S08000029,"C44, M-8050-8078, M-8083-8084",Squamous cell carcinoma of the skin,Male, ,2016-2020,0,0,0,0,0,0,0,2,3,2,3,17,34,87,124,204,213,230,919,0,0,0,0,0,0,0,3.807638122,5.63115908,3.189182294,4.440234444,26.05883164,58.75643729,162.3649292,254.609667,630.485845,995.8389827,1469.366895,101.6990041,95.22926727,108.492593,115.1291364,107.6386794, ,122.8679772, ,32.9663303,30.72562823, ,35.28477509, ,99.23229785,92.91948425,105.8611084
541,S08000029,"C44, M-8050-8078, M-8083-8084",Squamous cell carcinoma of the skin,Female, ,2016-2020,0,0,0,0,0,0,0,0,6,4,5,11,20,26,43,62,91,137,405,0,0,0,0,0,0,0,0,10.7177307,6.019744763,6.951879093,16.00675194,32.64346804,44.48474686,80.34679921,161.3322925,317.3385409,484.4584321,42.28956763,38.27070241,46.61570008,37.65156038,34.06212605, ,41.41821757, ,11.86163746,10.53019756, ,13.27119256, ,103.9946377,94.11181185,114.633067
542,S08000029,C16,Stomach,All,d,2016-2020,0,0,0,0,0,0,3,1,3,5,10,18,25,25,29,34,33,41,227,0,0,0,0,0,0,2.816213882,0.916817177,2.74581949,3.871167544,7.169126872,13.43704743,20.98477345,22.31545122,28.37018196,48.03209674,65.9143114,93.32604935,12.19558058,10.66057179,13.88954578,12.51038411,10.90250999, ,14.22723757, ,5.024889414,4.316749707, ,5.786023823, ,101.1187949,88.39137798,115.1641877
543,S08000029,C16,Stomach,Male, ,2016-2020,0,0,0,0,0,0,3,0,1,4,9,15,20,11,19,21,20,25,148,0,0,0,0,0,0,5.8910162,0,1.877053027,6.378364587,13.32070333,22.99308675,34.56261017,20.52889909,39.01277155,64.90295463,93.50600776,159.7137929,16.37807684,13.84576242,19.23948572,17.48720629,14.72772881, ,20.48013258, ,7.128300025,5.921400978, ,8.445476717, ,104.061151,87.97162129,122.2416434
544,S08000029,C16,Stomach,Female, ,2016-2020,0,0,0,0,0,0,0,1,2,1,1,3,5,14,10,13,13,16,79,0,0,0,0,0,0,0,1.768440412,3.5725769,1.504936191,1.390375819,4.365477802,8.160867011,23.95332523,18.68530214,33.82773875,45.33407728,56.57908695,8.249076156,6.530871276,10.28081016,7.533561928,5.958998803, ,9.289925975, ,2.921478802,2.218078056, ,3.720274129, ,96.03185575,76.02932455,119.6843452
545,S08000019,"C00-C97, excluding C44",All cancer types,All,d,2016-2020,13,7,12,19,28,48,86,120,193,314,595,807,1038,1367,1505,1320,1068,840,9380,17.18008696,8.224263928,14.034267,21.96785756,28.46106932,51.60846379,96.12912601,130.9328969,202.4546313,277.1060946,496.0358813,731.4486672,1109.460341,1565.613762,1950.08811,2397.645948,2723.864419,2609.911449,613.5932492,601.2380209,626.1384696,629.0134336,616.1354552, ,642.0227576, ,291.9903504,285.425931, ,298.6283648, ,100.8173781,98.78733344,102.8786398
546,S08000019,"C00-C97, excluding C44",All cancer types,Male, ,2016-2020,6,3,9,12,14,21,18,36,58,103,215,380,557,747,877,779,561,391,4787,15.22533496,6.907667511,20.59543697,26.96447431,27.88067073,46.15384615,41.98054901,81.44980656,125.5166742,187.9802165,366.3440567,699.4294128,1226.656096,1771.233461,2387.368994,3175.703221,3362.099964,3358.529462,642.5287742,624.4546617,660.9932684,695.9392726,675.9649211, ,716.2004084, ,300.5417813,291.2828961, ,309.9435103, ,103.5881972,100.674297,106.5650345
547,S08000019,"C00-C97, excluding C44",All cancer types,Female, ,2016-2020,7,4,3,7,14,27,68,84,135,211,380,427,481,620,628,541,507,449,4593,19.30448691,9.596008061,7.176003444,16.67182699,29.06614624,56.83253347,145.9665994,177.0247202,274.8315384,360.5543309,620.2765127,762.5136163,998.940832,1373.504652,1552.879503,1772.375835,2251.032278,2185.659349,586.0847928,569.2563412,603.2844104,562.0875946,545.9124248, ,578.4956217, ,283.4389194,274.1742845, ,292.85535, ,98.08299978,95.26670932,100.961406
548,S08000019,C67,Bladder,All,d,2016-2020,0,0,0,0,0,0,0,0,1,6,5,16,11,22,43,47,38,30,219,0,0,0,0,0,0,0,0,1.048987727,5.295020915,4.168368751,14.50208014,11.75728685,25.19641753,55.71680315,85.37072692,96.91652427,93.21112319,14.32589782,12.49124306,16.35417176,15.63365654,13.57406944, ,17.83658981, ,5.503629013,4.739882644, ,6.323589811, ,93.38970615,81.42969701,106.6119076
549,S08000019,C67,Bladder,Male, ,2016-2020,0,0,0,0,0,0,0,0,1,2,5,11,9,14,33,34,25,16,150,0,0,0,0,0,0,0,0,2.16408059,3.65010129,8.519629226,20.2466409,19.82029598,33.19580784,89.83258473,138.6057888,149.8262016,137.4334307,20.13355257,17.04052365,23.62567244,22.94524578,19.31769418, ,26.88031261, ,7.992391829,6.687433868, ,9.411938549, ,92.44289562,78.24130112,108.4769101
550,S08000019,C67,Bladder,Female, ,2016-2020,0,0,0,0,0,0,0,0,0,4,0,5,2,8,10,13,13,14,69,0,0,0,0,0,0,0,0,0,6.835153193,0,8.92873087,4.153600133,17.72264067,24.72738063,42.58943782,57.71877636,68.1497347,8.804670303,6.85055904,11.14287378,8.322067298,6.472219657, ,10.40090018, ,3.014866198,2.261805696, ,3.874478771, ,95.51642343,74.31747873,120.882147
551,S08000019,C40-C41,Bone and articular cartilage,All,d,2016-2020,2,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,8,2.643090301,0,2.3390445,1.156203029,0,0,0,1.091107474,0,0,0,0.906380009,0,0,0,0,0,3.10703744,0.523320468,0.225932634,1.031149946,0.557039494, ,z, ,z,0.769128198, ,z, ,z,59.36521282,25.62968528,116.9731353
552,S08000019,C40-C41,Bone and articular cartilage,Male, ,2016-2020,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,4.57676377,0,0,0,0,2.262494627,0,0,0,0,0,0,0,0,0,8.589589418,0.536894735,0.146285745,1.37466376,0.591234175, ,z, ,z,0.590606364, ,z, ,z,53.95580917,14.70114203,138.148301
553,S08000019,C40-C41,Bone and articular cartilage,Female, ,2016-2020,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,5.51556769,0,0,2.381689571,0,0,0,0,0,0,0,1.785746174,0,0,0,0,0,0,0.51041567,0.139071091,1.306866836,0.522844812, ,z, ,z,0.947650031, ,z, ,z,65.9801289,17.97736446,168.9353352
554,S08000019,"C40-C41, C47+C49",Bone and connective tissue,All,d,2016-2020,2,0,3,2,1,0,0,1,0,1,5,5,4,5,1,7,5,5,47,2.643090301,0,3.50856675,2.312406059,1.016466762,0,0,1.091107474,0,0.882503486,4.168368751,4.531900044,4.275377035,5.726458529,1.295739608,12.71478912,12.75217425,15.5351872,3.074507752,2.259032653,4.088443536,3.34991211,2.43285615, ,4.411362419, ,2.132848212,1.423694606, ,2.983051917, ,88.67371869,65.15411317,117.9172477
