_id,Country,CancerSiteICD10Code,CancerSite,Sex,SexQF,Year,IncidencesAgeUnder5,IncidencesAge5To9,IncidencesAge10To14,IncidencesAge15To19,IncidencesAge20To24,IncidencesAge25To29,IncidencesAge30To34,IncidencesAge35To39,IncidencesAge40To44,IncidencesAge45To49,IncidencesAge50To54,IncidencesAge55To59,IncidencesAge60To64,IncidencesAge65To69,IncidencesAge70To74,IncidencesAge75To79,IncidencesAge80To84,IncidencesAge85To89,IncidencesAge90AndOver,IncidencesAllAges,IncidenceRateAgeUnder5,IncidenceRateAge5To9,IncidenceRateAge10To14,IncidenceRateAge15To19,IncidenceRateAge20To24,IncidenceRateAge25To29,IncidenceRateAge30To34,IncidenceRateAge35To39,IncidenceRateAge40To44,IncidenceRateAge45To49,IncidenceRateAge50To54,IncidenceRateAge55To59,IncidenceRateAge60To64,IncidenceRateAge65To69,IncidenceRateAge70To74,IncidenceRateAge75To79,IncidenceRateAge80To84,IncidenceRateAge85To89,IncidenceRateAge90AndOver,CrudeRate,CrudeRateLower95pcConfidenceInterval,CrudeRateUpper95pcConfidenceInterval,EASR,EASRLower95pcConfidenceInterval,EASRLower95pcConfidenceIntervalQF,EASRUpper95pcConfidenceInterval,EASRUpper95pcConfidenceIntervalQF,WASR,WASRLower95pcConfidenceInterval,WASRLower95pcConfidenceIntervalQF,WASRUpper95pcConfidenceInterval,WASRUpper95pcConfidenceIntervalQF,StandardisedIncidenceRatio,StandardisedIncidenceRatioQF
94,S92000003,C67,Bladder,All,d,2014,1,0,0,0,0,0,2,3,10,21,28,36,72,101,134,159,164,85,43,859,0.34263355,0,0,0,0,0,0.581933299,0.952510978,2.770942786,5.202166083,7.023969295,10.15076709,22.7985181,33.05222579,58.35347399,85.29402298,123.8268538,113.5923238,108.7176375,16.06328072,15.00689916,17.17440792,18.43011043,17.18248109, ,19.72084518, ,6.752133958,6.263231017, ,7.259149187, ,100, 
95,S92000003,C67,Bladder,All,d,2015,0,0,0,0,0,0,1,0,4,8,23,37,70,111,137,161,139,100,59,850,0,0,0,0,0,0,0.287438919,0,1.143428857,2.021130924,5.674906796,10.19789427,22.08215825,35.46835807,58.96886272,85.83507936,103.4680403,131.558175,148.2598316,15.81983994,14.77406832,16.92010164,18.34985212,17.0951425, ,19.6483641, ,6.391867192,5.934307305, ,6.866178452, ,100, 
96,S92000003,C67,Bladder,All,d,2016,0,0,0,0,0,0,0,0,10,10,26,43,63,98,139,168,161,122,55,895,0,0,0,0,0,0,0,0,2.961751936,2.549388019,6.393060087,11.59589128,19.59247649,30.86380872,58.15437266,89.9136187,118.0196162,156.4543846,133.9274844,16.55966104,15.4923948,17.68108208,18.74778381,17.51011416, ,20.02711804, ,6.505672082,6.047596532, ,6.980232946, ,100, 
97,S92000003,C67,Bladder,All,d,2017,0,0,0,0,0,0,2,1,16,11,15,41,51,116,145,147,146,112,46,849,0,0,0,0,0,0,0.563253351,0.294939139,4.922577092,2.856623471,3.68506003,10.82119688,15.50100149,38.02455862,55.87022695,78.08267202,105.8791962,139.8409309,110.2456561,15.65034656,14.61518061,16.73948264,17.44725081,16.26585567, ,18.66947374, ,6.244834223,5.790777096, ,6.715785611, ,100, 
98,S92000003,C67,Bladder,All,d,2018,1,0,0,0,0,1,0,3,1,7,27,35,64,116,137,161,149,88,35,825,0.361190774,0,0,0,0,0.261547314,0,0.862076397,0.314938807,1.870222583,6.671822915,9.051880205,19.03028789,38.61350874,50.56003543,84.24820253,106.2327996,108.0430699,83.47842679,15.17073978,14.1530567,16.24226984,16.71472127,15.56827267, ,17.90132139, ,6.014885543,5.571864879, ,6.474612337, ,100, 
99,S92000003,C67,Bladder,All,d,2019,0,0,0,0,0,0,1,0,5,11,23,39,62,90,138,127,138,95,55,784,0,0,0,0,0,0,0.270663098,0,1.565278369,3.043230472,5.734373831,9.920559214,17.98702033,30.05570324,49.48790774,64.8121214,96.63391851,113.8692781,125.979202,14.3503011,13.36324592,15.39097084,15.66095647,14.55988006, ,16.80159682, ,5.566380336,5.147097593, ,6.001846817, ,100, 
100,S92000003,C67,Bladder,All,d,2020,0,0,0,1,0,0,1,6,4,13,24,39,59,89,139,152,144,85,44,800,0,0,0,0.354459095,0,0,0.267330359,1.686975983,1.23317487,3.71509242,6.105114814,9.766016267,16.734313,29.62390949,48.63030473,76.68634277,100.4912908,100.5179632,100.5737274,14.63593121,13.63916928,15.68627485,15.55639619,14.47481529, ,16.67639326, ,5.642439093,5.215438129, ,6.086001926, ,100, 
101,S92000003,C67,Bladder,Male, ,1996,0,0,0,0,0,2,1,4,2,29,31,68,102,161,183,150,128,55,20,936,0,0,0,0,0,1.034789627,0.503742809,2.137448634,1.189329337,16.43376061,21.20513575,51.64347773,83.61478178,148.4527717,204.8675638,258.8036371,368.4407472,365.448505,432.4324324,38.25060686,35.83907496,40.7817204,59.11363752,55.07906172, ,63.2887945, ,22.6563738,21.17849377, ,24.18339224, ,100, 
102,S92000003,C67,Bladder,Male, ,1997,1,0,0,0,0,1,3,5,8,8,35,63,97,147,145,127,91,55,22,808,0.645586128,0,0,0,0,0.537258905,1.517373932,2.62883942,4.662955731,4.739504959,22.25132554,47.70450467,79.51275893,134.9366624,163.8973663,207.3977301,268.3732453,353.8570418,454.8273723,33.08327076,30.8411615,35.44529073,50.91224071,47.15177317, ,54.81492779, ,19.765626,18.37931024, ,21.201631, ,100, 
103,S92000003,C67,Bladder,Male, ,1998,1,0,0,0,0,0,2,2,2,9,23,35,72,97,127,112,89,43,14,628,0.658249845,0,0,0,0,0,1.022735408,1.039279571,1.145455691,5.427899403,14.06323564,26.17703152,58.24865704,88.89784996,143.0550706,174.9917973,273.9641692,265.9903501,269.179004,25.74835249,23.77365671,27.84331049,39.38568438,36.16195202, ,42.74509482, ,14.65890978,13.49102407, ,15.8745846, ,100, 
104,S92000003,C67,Bladder,Male, ,1999,1,0,0,0,0,1,1,4,5,10,15,34,56,92,141,94,66,41,21,582,0.671564611,0,0,0,0,0.591859564,0.519046408,2.060793405,2.807742631,6.068255741,8.951910338,24.94881823,44.91138022,84.44860568,158.1781467,140.9231969,209.145356,248.8015049,380.1593049,23.88637963,21.98493619,25.90826798,36.76415101,33.59894807, ,40.06979283, ,13.6181689,12.49401902, ,14.79005211, ,100, 
105,S92000003,C67,Bladder,Male, ,2000,0,0,0,0,0,0,0,1,4,9,13,30,61,67,110,98,68,40,12,513,0,0,0,0,0,0,0,0.511961992,2.201733865,5.458217346,7.576684792,21.7751067,48.67150722,61.23866628,122.6911752,148.8660358,198.2854144,239.5783421,201.884253,21.09439185,19.30825192,23.00131235,31.46505408,28.65721264, ,34.40224145, ,11.6064944,10.58671361, ,12.67249547, ,100, 
106,S92000003,C67,Bladder,Male, ,2001,0,0,0,0,0,0,0,1,1,5,17,40,53,80,100,103,62,46,10,518,0,0,0,0,0,0,0,0.513637064,0.541835087,2.989983555,9.773597489,28.17318054,42.52860651,72.55906762,110.8156028,155.6032269,167.6899359,275.762844,157.0598398,21.28417538,19.49049265,23.19854051,31.00525424,28.27524626, ,33.8592713, ,11.56190068,10.55075856, ,12.61864869, ,100, 
107,S92000003,C67,Bladder,Male, ,2002,0,0,0,0,0,0,0,0,0,8,15,30,58,80,123,102,68,39,16,539,0,0,0,0,0,0,0,0,0,4.685294617,8.983165548,19.58812698,46.34697906,72.19760484,134.6749734,153.8832901,172.3176727,234.8690154,246.00246,22.12975261,20.30070904,24.07935001,32.1617894,29.362136, ,35.08710291, ,11.81754162,10.80206962, ,12.8779794, ,100, 
108,S92000003,C67,Bladder,Male, ,2003,0,0,0,0,0,0,1,0,3,5,21,33,49,84,99,103,73,38,11,520,0,0,0,0,0,0,0.579404488,0,1.568643855,2.878161661,12.80120941,20.68044946,38.67525415,74.681271,107.3519844,153.7795428,177.1586662,237.8418977,165.0412603,21.32818832,19.53418025,23.24265987,30.18302536,27.52327828, ,32.96369161, ,11.20898768,10.22600785, ,12.23643115, ,100, 
109,S92000003,C67,Bladder,Male, ,2004,1,0,0,0,0,1,0,2,6,5,14,38,53,95,85,115,87,36,13,551,0.741498717,0,0,0,0,0.687190764,0,1.044610073,3.095240552,2.820635771,8.580166333,23.16974275,40.87077894,83.33771953,91.52973101,169.5090135,201.6035593,226.7145286,192.0236337,22.521022,20.67958533,24.48245343,31.425897,28.72515757, ,34.24624173, ,11.66777308,10.66009916, ,12.72030356, ,100, 
110,S92000003,C67,Bladder,Male, ,2005,0,0,1,0,0,1,2,1,3,3,15,31,51,83,92,82,58,37,19,479,0,0,0.622037546,0,0,0.665849891,1.24056396,0.531818714,1.523190577,1.653548515,9.171170731,18.41379966,38.77914138,72.29965157,97.81614817,119.0752788,134.8711748,208.3333333,270.5396554,19.46146589,17.75742799,21.28490468,27.41250149,24.8681384, ,30.07900981, ,10.27270275,9.333446489, ,11.25634358, ,100, 
111,S92000003,C67,Bladder,Male, ,2006,0,0,0,0,0,0,0,2,1,9,11,28,45,68,87,95,87,41,15,489,0,0,0,0,0,0,0,1.073139846,0.505883424,4.867785536,6.637942479,16.40881388,33.13916239,59.53631715,91.40383686,135.741434,199.458939,210.331914,211.4462926,19.75706487,18.04452039,21.58832664,27.50111699,25.00480935, ,30.11449244, ,9.722646264,8.839256535, ,10.64750619, ,100, 
112,S92000003,C67,Bladder,Male, ,2007,0,0,0,0,0,1,1,0,3,1,13,22,50,77,88,104,85,41,22,508,0,0,0,0,0,0.618096633,0.656422106,0,1.511791977,0.528555194,7.66346766,13.41774314,33.96139269,66.8309957,91.50272429,145.1318048,191.6961728,195.8536352,314.106225,20.348007,18.61679618,22.19687991,28.59624141,26.01663586, ,31.29603422, ,9.861872572,8.982933715, ,10.78124775, ,100, 
113,S92000003,C67,Bladder,Male, ,2008,0,0,0,0,0,0,0,1,2,5,12,26,45,73,98,95,85,38,16,496,0,0,0,0,0,0,0,0.559766242,1.010815728,2.590257523,6.93605535,16.13223469,29.26182178,62.28350084,99.95716122,129.966072,187.5634406,172.2574796,231.9176692,19.71933345,18.02189097,21.53358195,26.79530559,24.36453087, ,29.34000292, ,9.449694205,8.599442781, ,10.33945391, ,100, 
114,S92000003,C67,Bladder,Male, ,2009,0,0,0,0,0,0,0,1,1,6,10,19,54,75,86,85,94,47,10,488,0,0,0,0,0,0,0,0.576974117,0.509346508,3.063662915,5.656044615,11.85795419,34.18435496,62.52553126,86.1671643,114.488908,202.3986392,200.786056,142.0454545,19.27353771,17.60123346,21.0618929,25.32728041,23.04306014, ,27.71790133, ,9.06550718,8.241203188, ,9.92853823, ,100, 
115,S92000003,C67,Bladder,Male, ,2010,0,0,0,1,0,0,0,0,3,7,19,28,49,74,109,107,86,53,24,560,0,0,0,0.594516183,0,0,0,0,1.559235351,3.516510015,10.51350155,17.45494442,30.19621376,60.71695234,108.0984589,140.8320939,180.4637499,222.576852,297.2136223,21.97614176,20.19344821,23.87403199,29.27031172,26.7807144, ,31.86897739, ,10.29127861,9.415621416, ,11.20531346, ,100, 
116,S92000003,C67,Bladder,Male, ,2011,0,0,0,0,0,1,2,1,2,4,19,17,49,74,100,112,97,55,20,553,0,0,0,0,0,0.586882013,1.252787452,0.608017316,1.047817135,1.997922161,10.2871189,10.44482674,29.76407416,58.53735712,99.34037988,144.7252804,197.2266276,225.807776,220.9456474,21.51499825,19.75893556,23.38527798,28.06008723,25.69329441, ,30.52966646, ,9.762821473,8.923377267, ,10.63946159, ,100, 
117,S92000003,C67,Bladder,Male, ,2012,0,0,0,0,0,1,1,2,2,8,19,25,55,74,102,87,115,50,31,572,0,0,0,0,0,0.585175172,0.612339873,1.264646184,1.074136931,4.009241301,10.09317595,15.04130342,34.85711751,53.87695668,100.3650533,110.9594807,225.8710767,201.4017562,314.9126371,22.19385479,20.41208792,24.08950218,28.53170254,26.15465906, ,31.01065483, ,9.99574837,9.1470607, ,10.88154835, ,100, 
118,S92000003,C67,Bladder,Male, ,2013,0,0,0,0,0,0,0,0,4,8,18,29,43,71,79,98,101,66,33,550,0,0,0,0,0,0,0,0,2.205752603,4.039445182,9.381792027,17.12278216,27.74068268,49.44289694,76.40823275,122.1488221,193.2792407,259.0978683,319.8914308,21.262777,19.52267497,23.11637711,27.21439829,24.90540086, ,29.62429003, ,9.220782591,8.423258539, ,10.05386359, ,100, 
119,S92000003,C67,Bladder,Male, ,2014,1,0,0,0,0,0,0,1,5,12,24,26,56,68,92,99,108,49,24,565,0.669621931,0,0,0,0,0,0,0.646107525,2.852578731,6.126887847,12.34447251,15.0249935,36.33697352,46.0586028,86.63960748,120.7876821,201.4098691,184.3560706,218.4399745,21.75981021,20.00232819,23.63033853,26.40992569,24.21979698, ,28.6934978, ,9.63069106,8.794459572, ,10.50435756, ,100, 
120,S92000003,C67,Bladder,Male, ,2015,0,0,0,0,0,0,1,0,0,3,13,26,55,80,101,112,85,58,36,570,0,0,0,0,0,0,0.588235294,0,0,1.566048078,6.591556723,14.6833756,35.65709544,52.80981206,93.58610849,135.4243498,154.4892766,213.8170021,315.1536374,21.83515682,20.07917868,23.70357079,26.92495517,24.69304989, ,29.25204464, ,9.274387569,8.488176157, ,10.09492325, ,100, 
121,S92000003,C67,Bladder,Male, ,2016,0,0,0,0,0,0,0,0,6,5,21,31,41,70,93,116,116,71,23,593,0,0,0,0,0,0,0,0,3.637929048,2.639608916,10.63673523,17.15199433,26.21382811,45.61241179,83.13295015,140.5805005,206.4020213,250.998692,191.395523,22.56895615,20.78878141,24.46080758,26.99924476,24.82603869, ,29.26233134, ,9.278105762,8.497587944, ,10.09242733, ,100, 
122,S92000003,C67,Bladder,Male, ,2017,0,0,0,0,0,0,1,1,13,6,12,32,40,88,102,104,100,64,25,588,0,0,0,0,0,0,0.573098745,0.601590606,8.151850156,3.235198965,6.079704932,17.33412059,25.00969126,59.71243036,83.36534454,124.3855474,175.3340113,217.2289729,201.8082015,22.27019657,20.50628813,24.14524681,26.01707454,23.91432458, ,28.20716349, ,9.393968746,8.594316297, ,10.22868367, ,100, 
123,S92000003,C67,Bladder,Male, ,2018,1,0,0,0,0,1,0,1,0,4,18,25,48,88,110,118,107,49,25,595,0.701365559,0,0,0,0,0.52484622,0,0.585654967,0,2.215317815,9.189815642,13.29419522,29.40401732,60.68379605,85.69981691,138.7565998,183.4579247,160.697888,198.0982567,22.46341766,20.69448678,24.34312685,25.68504059,23.62214463, ,27.83306001, ,9.159224784,8.380600616, ,9.97194156, ,100, 
124,S92000003,C67,Bladder,Male, ,2019,0,0,0,0,0,0,0,0,4,4,15,30,39,65,102,84,105,69,30,547,0,0,0,0,0,0,0,0,2.551183111,2.288172437,7.73435083,15.72533089,23.3740081,44.99515437,77.07478521,95.57836288,175.4444593,219.1728607,223.6969652,20.54072038,18.85520518,22.33648501,23.36702775,21.41103313, ,25.40729521, ,8.068030484,7.356381197, ,8.81206654, ,100, 
125,S92000003,C67,Bladder,Male, ,2020,0,0,0,1,0,0,1,2,2,7,19,20,41,60,98,111,88,50,26,526,0,0,0,0.693447614,0,0,0.538685715,1.148903659,1.253242766,4.132816928,10.034063,10.34404287,24.01860563,41.51415979,72.10654109,124.4310921,146.0096234,155.1494089,190.3506845,19.73576586,18.08499107,21.49672937,22.09330325,20.21180029, ,24.05734166, ,7.853092274,7.138395085, ,8.601398518, ,100, 
126,S92000003,C67,Bladder,Female, ,1996,0,0,0,0,0,1,0,5,4,7,18,19,37,66,85,82,62,41,25,452,0,0,0,0,0,0.504673275,0,2.564194612,2.330282605,3.917026194,11.96681204,13.44399867,27.06162004,50.47723935,71.3075284,87.91303043,88.2763334,98.39212863,126.7041711,17.08774861,15.54855382,18.7380925,18.79029737,17.09027595, ,20.56976903, ,7.586059667,6.81867504, ,8.39377424, ,100, 
127,S92000003,C67,Bladder,Female, ,1997,0,1,0,0,0,0,2,0,4,8,12,27,30,52,76,69,52,31,20,384,0,0.633440596,0,0,0,0,0.961214976,0,2.274704715,4.668724796,7.457214233,19.12872213,22.04731353,39.7040521,64.63904198,71.00884009,76.37511934,73.59574569,99.15716411,14.53984789,13.1217755,16.06939017,15.9324834,14.37316021, ,17.57095305, ,6.542753625,5.824932123, ,7.301680983, ,100, 
128,S92000003,C67,Bladder,Female, ,1998,0,0,0,0,0,1,1,2,2,3,7,17,33,46,57,47,36,30,20,302,0,0,0,0,0,0.539825636,0.48372975,0.990707167,1.108057796,1.781599639,4.20316919,11.91018321,24.10641888,35.20830304,48.74211147,46.76616915,55.10653931,70.54673721,95.75792397,11.44772389,10.19288176,12.81439802,12.48787917,11.11473168, ,13.93984534, ,5.124393327,4.497335529, ,5.791779711, ,100, 
129,S92000003,C67,Bladder,Female, ,1999,0,0,0,0,0,0,0,1,3,2,11,14,17,27,51,32,35,36,15,244,0,0,0,0,0,0,0,0.487838194,1.621314886,1.192079822,6.4540734,9.689117737,12.3474724,20.80652246,43.75016085,30.929529,55.73692173,84.58249142,69.53780539,9.258503879,8.133150072,10.496039,9.980098844,8.763457792, ,11.27467156, ,3.887031253,3.356076449, ,4.456406737, ,100, 
130,S92000003,C67,Bladder,Female, ,2000,0,0,0,0,0,0,1,2,0,5,6,9,16,26,43,47,39,29,15,238,0,0,0,0,0,0,0.501027106,0.9627836,0,2.967940309,3.442656813,6.197450782,11.60210578,20.11916738,36.77791273,46.83794073,58.96493854,67.96503316,67.10808876,9.045941983,7.933106853,10.27117535,9.63131138,8.443231819, ,10.89645931, ,3.590709764,3.090052389, ,4.12840603, ,100, 
131,S92000003,C67,Bladder,Female, ,2001,0,0,0,1,0,0,0,2,2,0,5,17,20,31,48,62,41,35,17,281,0,0,0,0.639091978,0,0,0,0.959039426,1.029177173,0,2.825736811,11.47415952,14.60610974,23.99213677,41.04739264,62.36044336,59.28625137,81.91349934,73.85524372,10.68251379,9.46988417,12.00737627,11.31007985,10.02226911, ,12.67459965, ,4.217517852,3.6733224, ,4.79875527, ,100, 
132,S92000003,C67,Bladder,Female, ,2002,1,1,0,0,0,0,0,2,0,3,7,12,18,26,49,42,44,28,16,249,0.759191916,0.683060109,0,0,0,0,0,0.958212359,0,1.709898603,4.116799482,7.55696059,13.13533039,20.1872758,41.56769596,42.81258282,60.70305171,67.55941609,69.06673573,9.466366835,8.326983438,10.71812333,9.952617066,8.750673067, ,11.23078345, ,3.862139888,3.313600253, ,4.452077314, ,100, 
133,S92000003,C67,Bladder,Female, ,2003,0,0,0,0,0,0,0,0,3,1,7,11,20,29,36,58,41,30,18,254,0,0,0,0,0,0,0,0,1.487925485,0.555833472,4.179129428,6.690224366,14.40818385,22.35222482,30.50976736,59.42622951,54.66302247,76.00131736,77.61296999,9.656281982,8.505168771,10.91974338,10.14959274,8.935549551, ,11.43984313, ,3.706846746,3.206608858, ,4.242813491, ,100, 
134,S92000003,C67,Bladder,Female, ,2004,0,0,0,0,0,0,1,2,2,3,5,10,31,36,37,55,36,27,22,267,0,0,0,0,0,0,0.559374843,0.973904236,0.974345483,1.623227301,2.990126602,5.924416297,21.99720423,27.54947426,31.45563056,56.32245115,46.59470374,70.78254031,94.03718743,10.12246668,8.944595916,11.41231898,10.70846916,9.45801946, ,12.03542639, ,4.164132179,3.618752301, ,4.747232976, ,100, 
135,S92000003,C67,Bladder,Female, ,2005,0,0,0,0,0,0,0,2,3,5,5,13,17,27,32,54,55,32,14,259,0,0,0,0,0,0,0,0.990094108,1.434781985,2.639413839,2.970832368,7.517492627,11.97697602,20.6043956,27.2319567,54.8590934,73.08775846,78.06591691,59.3547293,9.77754758,8.622926098,11.04370994,10.05064748,8.85884909, ,11.31656683, ,3.665136933,3.170786662, ,4.194775685, ,100, 
136,S92000003,C67,Bladder,Female, ,2006,0,0,0,0,0,0,2,0,1,2,10,11,22,32,34,35,44,24,19,236,0,0,0,0,0,0,1.207481556,0,0.476188209,1.031863959,5.852436662,6.259317848,15.19788335,24.59400675,28.91353153,35.48580061,59.01129262,54.87721224,80.66570434,8.879070075,7.782298375,10.08711145,9.235325695,8.089703518, ,10.45570744, ,3.599369261,3.095315634, ,4.14088847, ,100, 
137,S92000003,C67,Bladder,Female, ,2007,0,0,0,0,0,0,0,2,2,6,4,16,22,32,27,47,42,26,15,241,0,0,0,0,0,0,0,1.015393363,0.949261949,3.0325698,2.280475707,9.464095587,14.14654535,24.54401816,22.94006695,47.02539371,56.8258693,56.61281191,65.65988181,9.014599537,7.912316541,10.2274825,9.277775816,8.138206292, ,10.4909291, ,3.605878862,3.108388606, ,4.139757235, ,100, 
138,S92000003,C67,Bladder,Female, ,2008,0,0,0,0,0,0,0,1,4,5,3,8,20,31,39,40,53,38,29,271,0,0,0,0,0,0,0,0.522935972,1.905505959,2.473068286,1.669291163,4.804458538,12.40794853,23.44985136,32.81309158,39.82001354,71.72047958,79.99831582,130.4132752,10.08333823,8.918443291,11.35811915,10.33703924,9.135170025, ,11.6121062, ,3.662980742,3.181183406, ,4.178254464, ,100, 
139,S92000003,C67,Bladder,Female, ,2009,0,0,0,0,0,0,0,2,3,6,6,14,17,33,28,50,48,47,15,269,0,0,0,0,0,0,0,1.085758647,1.444411811,2.915990319,3.255137692,8.442635308,10.28153255,24.61657815,23.36195172,49.73342882,64.52046509,96.28779808,68.08278867,9.963217579,8.808061275,11.2277661,10.02425716,8.854282406, ,11.26577811, ,3.701747402,3.212609158, ,4.225040042, ,100, 
140,S92000003,C67,Bladder,Female, ,2010,0,0,0,0,0,1,0,2,0,7,9,7,18,24,33,37,52,30,18,238,0,0,0,0,0,0.573417511,0,1.121648374,0,3.342964254,4.777475794,4.195209071,10.64824127,17.76382988,27.44100185,36.58910436,68.89150912,62.93398225,73.90679532,8.769402303,7.690587186,9.95717958,8.810924631,7.721499087, ,9.971195852, ,3.271667744,2.810170602, ,3.767736709, ,100, 
141,S92000003,C67,Bladder,Female, ,2011,0,0,0,0,0,0,0,0,2,6,4,16,15,31,38,39,51,31,18,251,0,0,0,0,0,0,0,0,0.986237062,2.84953054,2.076627557,9.458277175,8.729304274,22.46409368,31.74523613,38.32697826,66.91683943,65.23843596,68.92062641,9.195486518,8.092982761,10.40626913,9.248983812,8.134790059, ,10.43364804, ,3.420884416,2.95809351, ,3.916817606, ,100, 
142,S92000003,C67,Bladder,Female, ,2012,0,0,0,1,0,0,0,0,6,4,11,14,15,29,45,42,55,36,24,282,0,0,0,0.641543811,0,0,0,0,3.010914565,1.89819055,5.599075644,8.088417963,9.099953894,19.54243741,37.52689427,41.09910756,70.7732297,75.79585649,88.68851853,10.30584985,9.137990645,11.58159693,10.23089881,9.066259261, ,11.46489228, ,3.823818843,3.326910678, ,4.35480841, ,100, 
143,S92000003,C67,Bladder,Female, ,2013,0,0,0,1,0,0,0,0,2,4,7,15,13,35,37,53,41,35,19,262,0,0,0,0.65436033,0,0,0,0,1.036634669,1.90685036,3.489966347,8.471848049,8.009759584,22.75949071,30.44565861,51.30041718,52.51764465,73.58351729,69.40892818,9.558485527,8.436009944,10.78874187,9.454441877,8.339816792, ,10.63796206, ,3.496847481,3.02961498, ,3.997096923, ,100, 
144,S92000003,C67,Bladder,Female, ,2014,0,0,0,0,0,0,2,2,5,9,4,10,16,33,42,60,56,36,19,294,0,0,0,0,0,0,1.137701729,1.248564151,2.693849403,4.330670773,1.958710385,5.506365358,9.895050619,20.89414268,34.0224224,57.44265308,71.04705599,74.61139896,66.51496587,10.68675097,9.499960432,11.9808076,10.45029516,9.284799791, ,11.68370267, ,3.873576855,3.379598693, ,4.40075841, ,100, 
145,S92000003,C67,Bladder,Female, ,2015,0,0,0,0,0,0,0,0,4,5,10,11,15,31,36,49,54,42,23,280,0,0,0,0,0,0,0,0,2.226365736,2.447944461,4.80605178,5.92196997,9.216533232,19.19885055,28.93797627,46.72629832,68.07781042,85.91416766,81.06583956,10.13563287,8.983092257,11.39504471,9.774749078,8.658432995, ,10.9577701, ,3.509346816,3.053010791, ,3.99700322, ,100, 
146,S92000003,C67,Bladder,Female, ,2016,0,0,0,0,0,0,0,0,4,5,5,12,22,28,46,52,45,51,32,302,0,0,0,0,0,0,0,0,2.316034486,2.465130726,2.389349237,6.312998464,13.32154578,17.06723883,36.17774282,49.84137025,56.09783462,102.6342798,110.1549053,10.87427359,9.682290211,12.17248698,10.49632286,9.340394995, ,11.71870881, ,3.733238402,3.26521332, ,4.232153244, ,100, 
147,S92000003,C67,Bladder,Female, ,2017,0,0,0,0,0,0,1,0,3,5,3,9,11,28,43,43,46,48,21,261,0,0,0,0,0,0,0.553740517,0,1.812031892,2.504884525,1.430813036,4.632513035,6.506065427,17.75601961,31.34636273,41.08895281,56.88915272,94.80732387,71.58196135,9.373316574,8.270545535,10.58218946,8.877427085,7.828578302, ,9.991253767, ,3.0956997,2.677449003, ,3.543860964, ,100, 
148,S92000003,C67,Bladder,Female, ,2018,0,0,0,0,0,0,0,2,1,3,9,10,16,28,27,43,42,39,10,230,0,0,0,0,0,0,0,1.12836252,0.617485968,1.548578921,4.309973278,5.035043906,9.245188168,18.01813396,18.93275366,40.54270656,51.26077086,76.53511784,34.12154093,8.245651584,7.214366499,9.382993193,7.744401954,6.771939083, ,8.781157231, ,2.870546303,2.459932515, ,3.31238792, ,100, 
149,S92000003,C67,Bladder,Female, ,2019,0,0,0,0,0,0,1,0,1,7,8,9,23,25,36,43,33,26,25,237,0,0,0,0,0,0,0.535251675,0,0.614847333,3.750415225,3.861935795,4.447783027,12.93290074,16.13069736,24.57052765,39.79086661,39.77868586,50.05101353,82.65282507,8.463387991,7.420097362,9.612286869,7.954885187,6.971085679, ,9.002676736, ,3.064730187,2.6329474, ,3.528816646, ,100, 
150,S92000003,C67,Bladder,Female, ,2020,0,0,0,0,0,0,0,4,2,6,5,19,18,29,41,41,56,35,18,274,0,0,0,0,0,0,0,2.202800861,1.213739531,3.323215987,2.453891381,9.223480068,9.897288143,18.60119048,27.34791889,37.61329859,67.44875099,66.87685106,59.82053838,9.782961081,8.658781326,11.01257462,9.019489125,7.979002319, ,10.12281867, ,3.431785911,2.975993741, ,3.9195795, ,100, 
151,S92000003,C40-C41,Bone and articular cartilage,All,d,1996,0,2,3,3,3,3,3,1,3,3,0,2,4,4,3,4,2,1,1,45,0,0.618161587,0.939946799,0.966348523,0.88119443,0.766432309,0.737776882,0.261689678,0.882833306,0.8446588,0,0.732603416,1.546114807,1.672212839,1.43865572,2.64492538,1.905215528,1.763046544,4.105764493,0.883706225,0.644581384,1.182468457,0.96072527,0.690875562, ,1.274372016, ,0.754805995,0.532783541, ,1.014894586, ,100, 
152,S92000003,C40-C41,Bone and articular cartilage,All,d,1997,0,2,2,5,7,1,2,1,4,4,2,2,3,9,2,4,1,0,0,51,0,0.617712918,0.624670096,1.586123324,2.173562033,0.263859205,0.492877914,0.257359186,1.151370707,1.175962158,0.62851181,0.732032268,1.162502325,3.751422414,0.970657038,2.525156875,0.980459443,0,0,1.003277373,0.747005902,1.319124461,1.046829086,0.776517167, ,1.356890314, ,0.910444765,0.6608955, ,1.199344336, ,100, 
153,S92000003,C40-C41,Bone and articular cartilage,All,d,1998,1,0,6,8,4,6,4,1,0,2,2,3,2,3,4,2,1,0,0,49,0.337392161,0,1.855379363,2.513225851,1.292645172,1.651386752,0.994329834,0.253603066,0,0.598447627,0.605899033,1.085226451,0.767751371,1.251225158,1.944399885,1.215783299,1.022348539,0,0,0.965123585,0.714003741,1.275944562,0.943625731,0.69513318, ,1.229504918, ,0.973794429,0.702885373, ,1.288176784, ,100, 
